Date,BTC / USD,Daily On-Chain Transaction Volume in Profit,Daily On-Chain Transaction Volume in Loss,Social Volume (get in),Social Volume (to the moon),Social Volume (i missed it)
2024-07-24T00:00:00.000Z,65375.87348,154924.1635,164160.6335,11018,24680,16793
2024-07-25T00:00:00.000Z,65771.81042,94681.29553,154533.9902,11358,24685,16450
2024-07-26T00:00:00.000Z,67911.81426,211713.3195,46223.50448,10645,24293,16611
2024-07-27T00:00:00.000Z,67808.65559,104333.4046,47302.2096,9583,22293,15243
2024-07-28T00:00:00.000Z,68258.53138,44580.81637,55972.55434,9411,20771,14287
2024-07-29T00:00:00.000Z,66819.05266,223361.9811,141376.7163,11592,26267,17728
2024-07-30T00:00:00.000Z,66201.27108,157317.3032,259978.9291,11136,24662,16208
2024-07-31T00:00:00.000Z,64625.84044,116945.106,141894.7887,11971,25892,16584
2024-08-01T00:00:00.000Z,65353.49847,139821.6791,180733.6298,12644,27677,18188
2024-08-02T00:00:00.000Z,61414.80849,79765.43541,181612.4712,12777,28436,18774
2024-08-03T00:00:00.000Z,60676.09418,37427.45457,73146.83544,9947,22796,15330
2024-08-04T00:00:00.000Z,58110.29846,45803.57933,83428.17819,10416,23465,15890
2024-08-05T00:00:00.000Z,53991.34759,169131.3155,316245.2266,17298,40305,26084
2024-08-06T00:00:00.000Z,56040.63212,130618.9234,122037.5935,12430,29841,19859
2024-08-07T00:00:00.000Z,55030.02903,116408.6995,156963.0838,12848,29889,19766
2024-08-08T00:00:00.000Z,61728.20898,149667.732,62215.07833,13413,30321,19470
2024-08-09T00:00:00.000Z,60881.22948,131597.4858,130939.7002,12842,28490,18923
2024-08-10T00:00:00.000Z,60944.89256,81072.82644,41636.37498,9745,21966,15390
2024-08-11T00:00:00.000Z,58719.39522,41195.99928,66680.0223,9186,20388,14448
2024-08-12T00:00:00.000Z,59356.20778,82081.46838,129192.4624,11494,26201,17116
2024-08-13T00:00:00.000Z,60611.05005,105598.2135,127673.7754,11980,27582,17610
2024-08-14T00:00:00.000Z,58733.26299,103749.9923,128368.4104,12712,28767,18932
2024-08-15T00:00:00.000Z,57560.2733,82176.60963,114150.7704,11953,26759,17620
2024-08-16T00:00:00.000Z,58921.33608,105639.7416,88093.17581,12466,27496,17737
2024-08-17T00:00:00.000Z,59468.13149,48445.70366,42647.07833,9950,21782,14832
2024-08-18T00:00:00.000Z,58482.74532,51018.44118,37635.58347,9319,20617,13990
2024-08-19T00:00:00.000Z,59541.63788,117481.3198,103200.83,12013,27218,17043
2024-08-20T00:00:00.000Z,59038.88433,130047.7437,101821.3435,12368,28476,17909
2024-08-21T00:00:00.000Z,61179.86312,130087.6885,77673.92894,13253,29803,18708
2024-08-22T00:00:00.000Z,60380.95286,99884.31082,104069.4724,12882,28578,18138
2024-08-23T00:00:00.000Z,64103.86959,212270.2003,70285.47266,12601,28972,18065
2024-08-24T00:00:00.000Z,64176.36707,122265.2611,54527.81676,10538,23571,15910
2024-08-25T00:00:00.000Z,64333.54418,56292.82434,35487.15914,9967,22038,14754
2024-08-26T00:00:00.000Z,62887.03321,75749.92508,115070.2578,11604,26280,16817
2024-08-27T00:00:00.000Z,59519.43195,105712.9063,263594.0054,12368,27849,17459
2024-08-28T00:00:00.000Z,59027.46834,103040.1668,182496.4784,13493,30218,18774
2024-08-29T00:00:00.000Z,59388.60188,142565.0768,120092.0863,13446,29272,18822
2024-08-30T00:00:00.000Z,59119.47478,82942.81359,145495.1779,12514,27751,18205
2024-08-31T00:00:00.000Z,58965.37674,46210.1865,57629.25559,9776,22073,15163
2024-09-01T00:00:00.000Z,57326.96729,27376.76829,76908.00463,9239,21107,14360
2024-09-02T00:00:00.000Z,59106.19129,54507.73238,71924.56056,11344,25988,16925
2024-09-03T00:00:00.000Z,57430.34857,76518.55775,125942.941,11732,26902,17180
2024-09-04T00:00:00.000Z,57971.70332,88959.84467,120476.1008,12416,28578,18399
2024-09-05T00:00:00.000Z,56160.18946,50696.88546,140004.7693,12043,27136,17447
2024-09-06T00:00:00.000Z,53949.08715,75807.11084,177808.6073,12735,28590,18244
2024-09-07T00:00:00.000Z,54147.93257,44906.34302,44499.37704,10059,22767,15626
2024-09-08T00:00:00.000Z,54851.88735,49113.82385,36760.65087,9728,21330,14495
2024-09-09T00:00:00.000Z,57020.09841,124857.8505,90631.07016,12030,25992,16591
2024-09-10T00:00:00.000Z,57650.28907,166339.0346,148196.7988,12305,27400,17195
2024-09-11T00:00:00.000Z,57343.17259,137876.6187,128831.5561,12198,26749,16539
2024-09-12T00:00:00.000Z,58130.32248,117696.9984,104483.1456,12278,27529,17841
2024-09-13T00:00:00.000Z,60593.83752,156260.7355,80323.26565,11886,25895,16228
2024-09-14T00:00:00.000Z,60000.72832,64436.89617,55594.74419,9213,19909,13390
2024-09-15T00:00:00.000Z,59185.22686,52374.72875,50580.46807,9597,19856,13488
2024-09-16T00:00:00.000Z,58192.50934,82650.02738,127582.5322,11521,25937,16635
2024-09-17T00:00:00.000Z,60309.00188,130250.4128,67692.96373,12174,27437,17392
2024-09-18T00:00:00.000Z,61651.15534,145536.0175,84336.25902,13058,29035,18493
2024-09-19T00:00:00.000Z,62941.4276,181594.6956,73789.04896,12682,28501,18410
2024-09-20T00:00:00.000Z,63184.34127,221106.9739,102182.8522,11677,26673,17357
2024-09-21T00:00:00.000Z,63396.80355,60155.05755,39699.58433,9444,21067,13944
2024-09-22T00:00:00.000Z,63643.10208,46672.11338,48317.40944,9023,19888,13697
2024-09-23T00:00:00.000Z,63326.84125,165720.2568,74006.67831,11156,24742,15637
2024-09-24T00:00:00.000Z,64302.59122,165795.6523,80900.46543,11823,26470,16658
2024-09-25T00:00:00.000Z,63143.89715,142390.0434,106355.3521,12377,26948,17038
2024-09-26T00:00:00.000Z,65182.53461,152526.472,67026.55634,13099,28091,17954
2024-09-27T00:00:00.000Z,65792.18195,185306.734,82720.38039,12118,26519,17023
2024-09-28T00:00:00.000Z,65888.89527,55442.35927,51858.12278,9956,21240,14725
2024-09-29T00:00:00.000Z,65652.90535,49733.49453,40867.80005,9602,21059,14241
2024-09-30T00:00:00.000Z,63329.49813,130067.2417,186459.6954,11423,25643,16025
2024-10-01T00:00:00.000Z,60836.32463,105393.7411,156766.0214,12054,26906,16677
2024-10-02T00:00:00.000Z,60632.48624,100825.9068,161082.0483,11442,25323,15986
2024-10-03T00:00:00.000Z,60754.62513,87240.38656,142176.7631,12150,26115,16485
2024-10-04T00:00:00.000Z,62067.6105,136491.4654,75649.54474,11781,25709,16499
2024-10-05T00:00:00.000Z,62089.94602,62441.55838,49363.84784,9235,20449,13500
2024-10-06T00:00:00.000Z,62819.10933,77377.60593,39088.02732,9824,20375,13020
2024-10-07T00:00:00.000Z,62261.48321,142610.631,106226.2075,12210,26306,16521
2024-10-08T00:00:00.000Z,62164.64773,380921.1734,193486.1115,12146,26760,16123
2024-10-09T00:00:00.000Z,60582.22468,96522.45596,173775.1397,12704,27362,16997
2024-10-10T00:00:00.000Z,60275.46083,80995.13169,150112.3634,12490,26497,16251
2024-10-11T00:00:00.000Z,62417.61441,182672.9198,90442.43705,12165,26377,16312
2024-10-12T00:00:00.000Z,63192.94358,76289.22812,34775.28435,9112,20394,13619
2024-10-13T00:00:00.000Z,62848.39949,42970.69344,43926.27089,9124,20263,13582
2024-10-14T00:00:00.000Z,66050.36873,174608.52,54725.52204,12113,27232,16686
2024-10-15T00:00:00.000Z,67039.35087,224334.8167,109575.1249,12958,28834,17378
2024-10-16T00:00:00.000Z,67614.75795,209498.188,80802.71609,13062,28809,17796
2024-10-17T00:00:00.000Z,67315.74889,138767.3784,104418.4223,13278,28580,17849
2024-10-18T00:00:00.000Z,68418.97666,203648.8906,88042.20326,12477,27506,17405
2024-10-19T00:00:00.000Z,68373.55235,65561.16531,54728.97418,9820,22048,14608
2024-10-20T00:00:00.000Z,68974.41635,97172.52889,32046.90525,9867,22038,14669
2024-10-21T00:00:00.000Z,67389.1261,119935.2714,117327.5921,11586,25522,15672
2024-10-22T00:00:00.000Z,67361.15587,119060.6078,119434.7736,11925,25856,15786
2024-10-23T00:00:00.000Z,66671.00304,89224.68436,116048.0129,11989,26043,15780
2024-10-24T00:00:00.000Z,68171.65302,167296.3691,68740.09221,12988,27799,17129
2024-10-25T00:00:00.000Z,66624.69105,144135.5494,104021.5279,11993,25946,15685
2024-10-26T00:00:00.000Z,67009.85184,60359.51013,56504.06853,9034,20418,13230
2024-10-27T00:00:00.000Z,67933.29627,57929.92674,35075.8047,8603,18810,12281
2024-10-28T00:00:00.000Z,69902.26768,221249.5726,70445.65731,11852,26352,15944
2024-10-29T00:00:00.000Z,72732.16241,308066.9638,73440.75204,13088,30204,18374
2024-10-30T00:00:00.000Z,72343.90851,177761.2055,155200.3964,13007,28256,17026
2024-10-31T00:00:00.000Z,70216.89697,143518.8226,178905.0735,13226,28178,16789
2024-11-01T00:00:00.000Z,69494.73077,147584.9511,149179.5747,11727,24708,15452
2024-11-02T00:00:00.000Z,69280.52136,55624.05117,44270.74733,9422,19811,12848
2024-11-03T00:00:00.000Z,68746.7191,51145.53756,61912.01451,10084,21429,14087
2024-11-04T00:00:00.000Z,67779.88109,126158.6004,132681.292,12117,25392,15334
2024-11-05T00:00:00.000Z,69363.70443,209050.63,112450.3959,12797,27888,16715
2024-11-06T00:00:00.000Z,75643.59481,336589.8077,101713.0343,15704,34550,19475
2024-11-07T00:00:00.000Z,75902.83257,242671.649,120978.6958,14512,31093,18653
2024-11-08T00:00:00.000Z,76535.06759,267149.6446,129904.0193,14912,30916,19218
2024-11-09T00:00:00.000Z,76778.86775,88121.77362,52208.85854,11849,24866,16655
2024-11-10T00:00:00.000Z,80458.02573,180872.7084,45749.60893,15329,33303,22710
2024-11-11T00:00:00.000Z,88605.96073,320888.136,51059.07611,19926,43951,29097
2024-11-12T00:00:00.000Z,87929.96677,358859.681,165567.3824,21395,47164,32103
2024-11-13T00:00:00.000Z,90574.88206,330920.7798,131011.8942,21469,46494,31253
2024-11-14T00:00:00.000Z,87328.89334,290527.2438,205783.1661,19759,41829,27754
2024-11-15T00:00:00.000Z,91046.79304,301168.722,125206.258,17374,37325,25164
2024-11-16T00:00:00.000Z,90558.46311,97863.67801,60408.94371,16231,34400,24023
2024-11-17T00:00:00.000Z,89846.05054,66630.70299,54951.77146,14722,30914,21676
2024-11-18T00:00:00.000Z,90553.76577,231104.8872,97228.42982,17278,37398,24655
2024-11-19T00:00:00.000Z,92362.73988,269178.2245,94047.44159,17301,37460,24719
2024-11-20T00:00:00.000Z,94334.64328,292051.5482,96077.90386,17521,38044,24896
2024-11-21T00:00:00.000Z,98504.76892,424773.1442,104527.7058,20835,46017,30696
2024-11-22T00:00:00.000Z,99006.74227,324379.9267,139073.1945,21112,46227,31974
2024-11-23T00:00:00.000Z,97780.59875,160591.085,112103.9136,19806,42812,30616
2024-11-24T00:00:00.000Z,97939.47581,94127.442,86779.69988,17539,38711,27200
2024-11-25T00:00:00.000Z,93106.53729,199975.8638,203034.8681,18741,43060,27405
2024-11-26T00:00:00.000Z,91978.13858,225336.2981,236628.3852,19514,41639,27718
2024-11-27T00:00:00.000Z,95954.94488,223222.0314,91494.77994,18380,39139,25664
2024-11-28T00:00:00.000Z,95654.77183,165021.1111,99270.62765,16167,34620,22952
2024-11-29T00:00:00.000Z,97468.81245,180019.2146,86930.17911,17415,36606,24495
2024-11-30T00:00:00.000Z,96458.95932,73205.16693,63152.01036,17061,36656,25810
2024-12-01T00:00:00.000Z,97335.48706,74335.55915,49841.78235,17662,37355,26536
2024-12-02T00:00:00.000Z,95851.26461,165093.1149,174918.9297,23008,49224,34252
2024-12-03T00:00:00.000Z,96005.584,154948.3077,150159.6039,23297,49214,33526
2024-12-04T00:00:00.000Z,98799.38727,202526.1064,121121.7812,23185,50192,34241
2024-12-05T00:00:00.000Z,97078.97537,448581.8854,153270.9862,26000,56573,39629
2024-12-06T00:00:00.000Z,99927.9538,379862.5005,113780.2468,22522,48062,32700
2024-12-07T00:00:00.000Z,99914.65598,84176.34294,62755.54186,18988,40445,28413
2024-12-08T00:00:00.000Z,101346.708,78478.95822,48153.19154,18645,39705,27900
2024-12-09T00:00:00.000Z,97441.23447,289415.6976,179862.4923,20603,44962,30099
2024-12-10T00:00:00.000Z,96681.91516,233981.2294,143290.1169,20348,44271,29397
2024-12-11T00:00:00.000Z,101160.0376,295613.4965,91596.01413,20107,43337,29098
2024-12-12T00:00:00.000Z,100046.6505,203250.6913,98145.02897,20196,43239,29040
2024-12-13T00:00:00.000Z,101453.8205,229809.8091,108515.0379,18692,39522,26841
2024-12-14T00:00:00.000Z,101373.1285,81228.46407,55905.10109,15856,33309,23256
2024-12-15T00:00:00.000Z,104255.5676,125155.0814,35860.0499,15626,32993,23145
2024-12-16T00:00:00.000Z,106030.6906,272185.3396,94251.99986,19402,42298,28376
2024-12-17T00:00:00.000Z,106131.665,247038.3352,93161.24455,19629,42642,29238
2024-12-18T00:00:00.000Z,100104.4742,126427.2425,188137.5335,19892,42842,27807
2024-12-19T00:00:00.000Z,97484.69731,222671.2624,192387.4627,19596,41877,28175
2024-12-20T00:00:00.000Z,97741.66488,175392.6825,182581.2797,19571,41575,27988
2024-12-21T00:00:00.000Z,97218.31827,83614.59086,83357.16108,13871,29545,20280
2024-12-22T00:00:00.000Z,95076.62959,50287.0645,62614.56542,13198,28687,19364
2024-12-23T00:00:00.000Z,94687.77201,118861.3169,164606.531,14758,31953,21051
2024-12-24T00:00:00.000Z,98706.68074,150592.5294,90476.02031,13969,30092,19863
2024-12-25T00:00:00.000Z,99435.17336,81490.68887,52478.36429,12026,25176,16739
2024-12-26T00:00:00.000Z,95714.35929,93637.94705,109888.0301,13465,27568,18170
2024-12-27T00:00:00.000Z,94158.90128,125075.7467,113916.7823,14825,30986,19948
2024-12-28T00:00:00.000Z,95204.75913,62576.61704,46934.35383,14061,28276,19050
2024-12-29T00:00:00.000Z,93527.1975,74543.3329,86709.19236,14142,28438,19028
2024-12-30T00:00:00.000Z,92642.4097,158987.918,150642.9798,16530,33430,21871
2024-12-31T00:00:00.000Z,93467.56025,162455.1776,138365.9613,15094,30895,20369
2025-01-01T00:00:00.000Z,94416.28655,87623.03681,98578.32412,13608,27346,18327
2025-01-02T00:00:00.000Z,96876.24152,124549.6546,59004.91715,17162,33745,22505
2025-01-03T00:00:00.000Z,98101.70181,129851.7974,67701.41565,17190,34529,22780
2025-01-04T00:00:00.000Z,98236.74437,56194.7777,44135.72367,14772,29865,20410
2025-01-05T00:00:00.000Z,98319.66656,59262.2233,47565.4242,14793,29864,20404
2025-01-06T00:00:00.000Z,102255.2154,178199.2251,66606.74633,16502,34123,22115
2025-01-07T00:00:00.000Z,96936.19104,115728.8183,145276.2224,17128,36285,23327
2025-01-08T00:00:00.000Z,95038.31443,106728.3282,160255.7404,16812,34835,22124
2025-01-09T00:00:00.000Z,92496.60011,75524.13391,130850.9685,17748,36563,23185
2025-01-10T00:00:00.000Z,94685.27217,138515.1116,118736.7742,16548,33290,21514
2025-01-11T00:00:00.000Z,94555.15,55807.28631,65450.65283,14030,28370,18975
2025-01-12T00:00:00.000Z,94488.89217,52358.26555,53185.87846,13627,27674,18753
2025-01-13T00:00:00.000Z,94572.38561,80862.76365,101118.9214,16270,34518,21784
2025-01-14T00:00:00.000Z,96545.55796,145685.9637,70278.39306,15760,33645,21247
2025-01-15T00:00:00.000Z,100451.9798,167025.445,67057.77126,18031,38273,25363
2025-01-16T00:00:00.000Z,100031.1959,156281.4024,111359.9993,20425,41968,28119
2025-01-17T00:00:00.000Z,104124.9546,218548.684,62319.4965,19532,40947,27411
2025-01-18T00:00:00.000Z,104385.116,90571.10474,59653.47235,19950,43955,30037
2025-01-19T00:00:00.000Z,100968.7946,99729.86032,64345.06302,24547,54762,38748
2025-01-20T00:00:00.000Z,102052.5753,159778.4301,96452.44535,26447,58402,38401
2025-01-21T00:00:00.000Z,106136.3833,172422.5762,90860.57124,22509,48476,31391
2025-01-22T00:00:00.000Z,103725.7978,133955.4548,125300.2027,22059,45961,30193
2025-01-23T00:00:00.000Z,104050.0634,177400.1097,108150.9665,21600,46166,29811
2025-01-24T00:00:00.000Z,104819.4845,155660.6111,91473.90491,20884,44233,28917
2025-01-25T00:00:00.000Z,104696.5818,82479.87582,49770.37939,17200,35591,24570
2025-01-26T00:00:00.000Z,102682.497,52660.47797,51494.05882,17284,35983,25002
2025-01-27T00:00:00.000Z,102143.2647,118464.9405,141594.0348,20072,43903,28657
2025-01-28T00:00:00.000Z,101351.756,106971.6211,84028.3357,18186,38382,25036
2025-01-29T00:00:00.000Z,103736.0085,96764.09819,65235.4509,18767,38726,25330
2025-01-30T00:00:00.000Z,104748.6918,115684.4673,67699.74473,18849,37835,24772
